# Every PPL name in HP's help, and those added since, as data.
# Generated by tests/names_extract.py from HP's Command Tree 13217, the 2.1.14181
# commands list and the 2.4.15515 release notes. Names, menus and syntax only.
# name	kind	group	menu	syntax	source
ellipse	app function	geometry	Toolbox App Geometry Curve	ellipse(Point1, Point2, Point3)	13217
equation	app function	geometry	Toolbox App Geometry Cartesian		13217
excircle	app function	geometry	Toolbox App Geometry Curve	excircle(Point1, Point2, Point3)	13217
half_line	app function	geometry	Toolbox App Geometry Line	half_line(Point1, Point2)	13217
homothety	app function	geometry	Toolbox App Geometry Transform	homothety(Point, Realk, Object)	13217
hyperbola	app function	geometry	Toolbox App Geometry Curve	hyperbola(Point1, Point2, Point3)	13217
incircle	app function	geometry	Toolbox App Geometry Curve	incircle(Point1, Point2, Point3)	13217
Instruction	app function	geometry			13217
inter	app function	geometry	Toolbox App Geometry Point	inter(Curve1, Curve2)	13217
inversion	app function	geometry	Toolbox App Geometry Transform	inversion(Point1, Realk, Point2)	13217
is_collinear	app function	geometry	Toolbox App Geometry Tests	is_collinear(Point1, Point2, ..., Pointn)	13217
is_concyclic	app function	geometry	Toolbox App Geometry Tests	is_concyclic(Point1, Point2, Point3, Point4))	13217
is_conjugate	app function	geometry	Toolbox App Geometry Tests	is_conjugate(Circle, Point1, Point2, [Point3])	13217
is_element	app function	geometry	Toolbox App Geometry Tests	is_element(Point, Object)	13217
is_equilateral	app function	geometry	Toolbox App Geometry Tests	is_equilateral(Point1, Point2, Point3)	13217
is_isosceles	app function	geometry	Toolbox App Geometry Tests	is_isosceles(Point1, Point2, Point3)	13217
is_orthogonal	app function	geometry	Toolbox App Geometry Tests	is_orthogonal(Line1, Line2)	13217
is_parallelogram	app function	geometry	Toolbox App Geometry Tests	is_parallelogram(Point1, Point2, Point3, Point4)	13217
is_perpendicular	app function	geometry	Toolbox App Geometry Tests	is_perpendicular(Line1, Line2)	13217
isopolygon	app function	geometry	Toolbox App Geometry Polygon	isopolygon(Point1, Point2, Realn)	13217
line	app function	geometry	Toolbox App Geometry Line	line(Point1, Point2)	13217
locus	app function	geometry	Toolbox App Geometry Curve	locus(Point,Element, [tstep=Value]))	13217
median_line	app function	geometry	Toolbox App Geometry Line	median_line(Point1, Point2, Point3)	13217
midpoint	app function	geometry	Toolbox App Geometry Point	midpoint(Segment)	13217
ordinate	app function	geometry	Toolbox App Geometry Cartesian	ordinate(Point)	13217
parabola	app function	geometry	Toolbox App Geometry Curve	parabola(Point, Line)	13217
parallel	app function	geometry	Toolbox App Geometry Line	parallel(Point, Line)	13217
parallelogram	app function	geometry	Toolbox App Geometry Polygon	parallelogram(Point1, Point2, Point3)	13217
parameq	app function	geometry	Toolbox App Geometry Cartesian	parameq(Obj)	13217
perimeter	app function	geometry	Toolbox App Geometry Measure	perimeter(Polygon)	13217
perpen_bisector	app function	geometry	Toolbox App Geometry Line	perpen_bisector(Segment)	13217
perpendicular	app function	geometry	Toolbox App Geometry Line	perpendicular(Point, Line)	13217
plotfield	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotfield(Expr, VectorVar, [xstep=Val, ystep=Val, Option])	13217
plotfunc	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotfunc(Expr)	13217
plotimplicit	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotimplicit(Expr, [XIntrvl, YIntrvl])	13217
plotlist	app function	geometry	Toolbox App Geometry Plot	plotlist(Matrix)	13217
plotode	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotode(Expr, [Var1, Var2, ...], [Val1, Val2. ...], [tstep=Value])	13217
plotparam	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotparam(f(Var)+i*g(Var), Var= Interval, [tstep=Value])	13217
plotpolar	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotpolar(Expr,Var=Interval, [Step])	13217
plotseq	app function	geometry	Toolbox App Geometry Plot / Toolbox CAS Plot	plotseq(f(Var), Var={Start, Xmin, Xmax}, Integern)	13217
point	app function	geometry	Toolbox App Geometry Point	point(Real1, Real2)	13217
polar_coordinates	app function	geometry	Toolbox App Geometry Cartesian	polar_coordinates(Point)	13217
polygon	app function	geometry	Toolbox App Geometry Polygon	polygon(Point1, Point2, …, Pointn)	13217
projection	app function	geometry	Toolbox App Geometry Transform	projection(Curve, Point)	13217
quadrilateral	app function	geometry	Toolbox App Geometry Polygon	quadrilateral(Point1, Point2, Point3, Point4)	13217
radius	app function	geometry	Toolbox App Geometry Measure	radius(Circle)	13217
randNorm	app function	geometry	Toolbox App Geometry Point		2.1.14181
reciprocation	app function	geometry	Toolbox App Geometry Transform	reciprocation(Circle, [Obj1, Obj2,...Objn])	13217
rectangle	app function	geometry	Toolbox App Geometry Polygon		13217
reflection	app function	geometry	Toolbox App Geometry Transform	reflection(Line, Object)	13217
rhombus	app function	geometry	Toolbox App Geometry Polygon	rhombus(Point1, Point2, Angle)	13217
right_triangle	app function	geometry	Toolbox App Geometry Polygon	right_triangle(Point1, Point2, Realk)	13217
rotation	app function	geometry	Toolbox App Geometry Transform		13217
segment	app function	geometry	Toolbox App Geometry Line	segment(Point1, Point2)	13217
similarity	app function	geometry	Toolbox App Geometry Transform	similarity(Point, Realk, Angle, Object)	13217
single_inter	app function	geometry	Toolbox App Geometry Point	single_inter(Curve1, Curve2, [Point])	13217
slope	app function	geometry	Toolbox App Geometry Measure	slope(Line) or slope(Point1, Point2)	13217
square	app function	geometry	Toolbox App Geometry Polygon	square(Point1, Point2)	13217
tangent	app function	geometry	Toolbox App Geometry Line	tangent(Curve, Point)	13217
translation	app function	geometry	Toolbox App Geometry Transform	translation(Vector, Object)	13217
triangle	app function	geometry	Toolbox App Geometry Polygon	triangle(Point1, Point2, Point3)	13217
zoomauto	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
zoombox	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
zoomdecimal	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
zoomdundo	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
zoomin	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
zoominteger	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
zoomout	app function	geometry	Apps Geometry Cmds Zoom		2.1.14181
AnovaOneWay	app function	inference	Toolbox App Inference	AnovaOneWay({list1},{list2},[{list3}] ... [{List14}])	13217
Chi2GOF	app function	inference	Toolbox App Inference	Chi2GOF(List1, List2, Value)	13217
Chi2TwoWay	app function	inference	Toolbox App Inference	Chi2TwoWay(Matrix)	13217
DoInference	app function	inference	Toolbox App Inference	DoInference()	13217
LinRegrTConfInt	app function	inference	Toolbox App Inference	LinRegrTConfInt(List1, List2, C-value)	13217
LinRegrTConfSlope	app function	inference	Toolbox App Inference	LinRegrTConfSlope(List1, List2, C-value)	13217
LinRegrTMeanResp	app function	inference	Toolbox App Inference	LinRegrTMeanResp(List1, List2, X_value, C-value)	13217
LinRegrTPredInt	app function	inference	Toolbox App Inference	LinRegrTPredInt(List1, List2, X-value, C-value)	13217
LinRegrTTest	app function	inference	Toolbox App Inference	LinRegrTTest(List1, List2, AltHyp)	13217
LinSolve	app function	linear-solver	Toolbox App Linear Solver	LinSolve(matrix)	13217
Solve2×2	app function	linear-solver	Toolbox App Linear Solver		13217
Solve3×3	app function	linear-solver	Toolbox App Linear Solver		13217
Solve	app function	solve	Toolbox App Solve		13217
AMORT	app function	spreadsheet	Toolbox App Spreadsheet	AMORT(Range, n, i, pv, pmt[, ppyr=12, cpyr=ppyr, Grouping=ppyr, Beg=false, Fix=current],	13217
AVERAGE	app function	spreadsheet	Toolbox App Spreadsheet	AVERAGE([Input])	13217
CellHasData	app function	spreadsheet	Toolbox App Spreadsheet	CellHasData()	13217
ClearCell	app function	spreadsheet	Toolbox App Spreadsheet	ClearCell()	13217
ConfT1mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	ConfT1mean(input_list, ["configuration"])	13217
ConfT2mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	ConfT2mean(input_list, ["configuration"])	13217
ConfZ1mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	ConfZ1mean(input_list, ["configuration"])	13217
ConfZ1prop	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	ConfZ1prop(input_list, ["configuration"])	13217
ConfZ2mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	ConfZ2mean(input_list, ["configuration"])	13217
ConfZ2prop	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	ConfZ2prop(SuccCount1, SuccCount2, SampSize1, SampSize2, ConfLevel)	13217
HypT1mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	HypT1mean(input_list, ["configuration"])	13217
HypT2mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	HypT2mean(input_list, ["configuration"])	13217
HypZ1mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	HypZ1mean(input_list, ["configuration"])	13217
HypZ1prop	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	HypZ1prop(input_list, ["configuration"])	13217
HypZ2mean	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	HypZ2mean(input_list, ["configuration"])	13217
HypZ2prop	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Inference	HypZ2prop(Input_List, ["configuration"])	13217
PredX	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Statistics 2Var	PredX(mode, y, parameters)	13217
PredY	app function	spreadsheet	Toolbox App Spreadsheet / Toolbox App Statistics 2Var	PredY(mode, x, parameters)	13217
REGRS	app function	spreadsheet	Toolbox App Spreadsheet	REGRS(Input_range, [model], ["configuration"])	13217
STAT1	app function	spreadsheet	Toolbox App Spreadsheet	STAT1(Input_Range, [Mode], ["Configuration"])	13217
STAT2	app function	spreadsheet	Toolbox App Spreadsheet	STAT2(Input_Range, [Mode], ["Configuration"])	13217
SUM	app function	spreadsheet	Toolbox App Spreadsheet	SUM([Input])	13217
CHECK	app function	statistics-1var		CHECK(n)	13217
Do1VStats	app function	statistics-1var	Toolbox App Statistics 1Var	Do1VStats(Hn)	13217
ISCHECK	app function	statistics-1var		ISCHECK(n)	13217
SetFreq	app function	statistics-1var	Toolbox App Statistics 1Var	SetFreq(Hn, Dn)	13217
SetSample	app function	statistics-1var	Toolbox App Statistics 1Var	SetSample(Hn, Dn)	13217
UNCHECK	app function	statistics-1var		UNCHECK(n)	13217
Do2VStats	app function	statistics-2var	Toolbox App Statistics 2Var	Do2VStats(Sn)	13217
Resid	app function	statistics-2var		Resid(Sn)	13217
residue	app function	statistics-2var	Toolbox App Statistics 2Var	residue(Expr, Var, Value)	13217
SetDepend	app function	statistics-2var	Toolbox App Statistics 2Var	SetDepend(Sn, Cn)	13217
SetIndep	app function	statistics-2var	Toolbox App Statistics 2Var	SetIndep(Sn, Cn)	13217
AAS	app function	triangle-solver	Toolbox App Triangle Solver	AAS(angle,angle,side)	13217
ASA	app function	triangle-solver	Toolbox App Triangle Solver	ASA(angle,side,angle)	13217
DoSolve	app function	triangle-solver	Toolbox App Triangle Solver	DoSolve()	13217
SAS	app function	triangle-solver	Toolbox App Triangle Solver	SAS(side,angle,side)	13217
SSA	app function	triangle-solver	Toolbox App Triangle Solver	SSA(side,side,angle)	13217
SSS	app function	triangle-solver	Toolbox App Triangle Solver	SSS(side,side,side)	13217
NumXStart	app variable	advanced-graphing			13217
NumXStep	app variable	advanced-graphing			13217
NumXZoom	app variable	advanced-graphing			13217
NumYStart	app variable	advanced-graphing			13217
NumYStep	app variable	advanced-graphing			13217
NumYZoom	app variable	advanced-graphing			13217
Accrued	app variable	finance			13217
BEG	app variable	finance			13217
Bond360	app variable	finance			13217
BSCall	app variable	finance			13217
BSPut	app variable	finance			13217
CallPrice	app variable	finance			13217
CFData	app variable	finance		CFData	13217
CFPYR	app variable	finance			13217
Change	app variable	finance			13217
Cost	app variable	finance			13217
CostAsset	app variable	finance			13217
CpnPer	app variable	finance			13217
CPYR	app variable	finance			13217
Date360	app variable	finance			13217
DateDiff	app variable	finance			13217
DateOne	app variable	finance			13217
DateTwo	app variable	finance			13217
DiscPayback	app variable	finance			13217
Dividend	app variable	finance			13217
EffInt	app variable	finance			13217
FactorDepr	app variable	finance			13217
FinType	app variable	finance			13217
FirstAsset	app variable	finance			13217
FirstDateAsset	app variable	finance			13217
FixedCost	app variable	finance			13217
FMRR	app variable	finance			13217
FV	app variable	finance			13217
GSize	app variable	finance			13217
IntCPYR	app variable	finance			13217
InvestInt	app variable	finance			13217
IPYR	app variable	finance			13217
IRR	app variable	finance			13217
LifeAsset	app variable	finance			13217
Macaulay	app variable	finance			13217
Margin	app variable	finance			13217
Markup	app variable	finance			13217
MatDate	app variable	finance			13217
MIRR	app variable	finance			13217
Modified	app variable	finance			13217
NbPmt	app variable	finance			13217
NewValue	app variable	finance			13217
NFV	app variable	finance			13217
NomInt	app variable	finance			13217
NPV	app variable	finance			13217
NUS	app variable	finance			13217
OldValue	app variable	finance			13217
Payback	app variable	finance			13217
PMT	app variable	finance			13217
PPYR	app variable	finance			13217
Price	app variable	finance			13217
PriceBond	app variable	finance			13217
Profit	app variable	finance			13217
PV	app variable	finance			13217
Quantity	app variable	finance			13217
RiskFree	app variable	finance			13217
SafeInt	app variable	finance			13217
SalePrice	app variable	finance			13217
SalvageAsset	app variable	finance			13217
SemiAnnual	app variable	finance			13217
SetDate	app variable	finance			13217
StockPrice	app variable	finance			13217
StrikePrice	app variable	finance			13217
TimeMarket	app variable	finance			13217
Total	app variable	finance			13217
TotalCF	app variable	finance			13217
VariableCost	app variable	finance			13217
Volatility	app variable	finance			13217
YieldBond	app variable	finance			13217
Extremum	app variable	function			13217
Isect	app variable	function			13217
Root	app variable	function			13217
SignedArea	app variable	function			13217
Slope	app variable	function			13217
Alpha	app variable	inference			13217
AltHyp	app variable	inference			13217
coefDet	app variable	inference			13217
Conf	app variable	inference			13217
ContribList	app variable	inference			13217
ContribMat	app variable	inference			13217
corr	app variable	inference			13217
CritScore	app variable	inference			13217
CritVal1	app variable	inference			13217
CritVal2	app variable	inference			13217
DataType	app variable	inference			13217
DF	app variable	inference			13217
DFerr	app variable	inference			13217
ExpList	app variable	inference			13217
ExpMat	app variable	inference			13217
Fval	app variable	inference			13217
InfType	app variable	inference			13217
Inter	app variable	inference			13217
Mean₁	app variable	inference			13217
Mean₂	app variable	inference			13217
Method	app variable	inference			13217
MS	app variable	inference			13217
MSerr	app variable	inference			13217
n₁	app variable	inference			13217
n₂	app variable	inference			13217
ObsList	app variable	inference			13217
ObsMat	app variable	inference			13217
Pooled	app variable	inference			13217
Prob	app variable	inference			13217
ProbList	app variable	inference			13217
Result	app variable	inference			13217
serrInter	app variable	inference			13217
serrLine	app variable	inference			13217
serrSlope	app variable	inference			13217
SS	app variable	inference			13217
SSerr	app variable	inference			13217
s₁	app variable	inference			13217
s₂	app variable	inference			13217
TestScore	app variable	inference			13217
TestValue	app variable	inference			13217
Xlist	app variable	inference			13217
Xval	app variable	inference			13217
x₁	app variable	inference			13217
x₂	app variable	inference			13217
Ylist	app variable	inference			13217
Yval	app variable	inference			13217
μ₀	app variable	inference			13217
π₀	app variable	inference			13217
σ₁	app variable	inference			13217
σ₂	app variable	inference			13217
LSolution	app variable	linear-solver			13217
LSystem	app variable	linear-solver			13217
SeqPlot	app variable	sequence			notes 14730
SOLVE	app variable	solve		SOLVE(En,Var[,Guess])	13217
Col	app variable	spreadsheet			13217
ColWidth	app variable	spreadsheet		ColWidth RowHeight Row Col Cell	13217
Row	app variable	spreadsheet		Row	13217
RowHeight	app variable	spreadsheet			13217
Hmax	app variable	statistics-1var			13217
Hmin	app variable	statistics-1var			13217
Hwidth	app variable	statistics-1var			13217
MaxVal	app variable	statistics-1var			13217
MeanX	app variable	statistics-1var			13217
MedVal	app variable	statistics-1var			13217
MinVal	app variable	statistics-1var			13217
NbItem	app variable	statistics-1var			13217
Q₁	app variable	statistics-1var			13217
Q₃	app variable	statistics-1var			13217
serrX	app variable	statistics-1var			13217
ssX	app variable	statistics-1var			13217
sX	app variable	statistics-1var			13217
ΣX	app variable	statistics-1var			13217
σX	app variable	statistics-1var			13217
ΣX2	app variable	statistics-1var			13217
CoefDet	app variable	statistics-2var			13217
Corr	app variable	statistics-2var			13217
MeanY	app variable	statistics-2var			13217
sCov	app variable	statistics-2var			13217
serrY	app variable	statistics-2var			13217
ssY	app variable	statistics-2var			13217
sY	app variable	statistics-2var			13217
σCov	app variable	statistics-2var			13217
ΣXY	app variable	statistics-2var			13217
ΣY	app variable	statistics-2var			13217
σY	app variable	statistics-2var			13217
ΣY2	app variable	statistics-2var			13217
AngleA	app variable	triangle-solver			13217
AngleB	app variable	triangle-solver			13217
AngleC	app variable	triangle-solver			13217
SideA	app variable	triangle-solver			13217
SideB	app variable	triangle-solver			13217
SideC	app variable	triangle-solver			13217
TriType	app variable	triangle-solver			13217
AAngle	variable	common-app-mode			13217
AComplex	variable	common-app-mode			13217
ADigits	variable	common-app-mode			13217
AFormat	variable	common-app-mode			13217
AFiles	variable	common-numeric-view			13217
AFilesB	variable	common-numeric-view			13217
ANote	variable	common-numeric-view			13217
AProgram	variable	common-numeric-view			13217
AVars	variable	common-numeric-view			13217
DelAFiles	variable	common-numeric-view			13217
DelAVars	variable	common-numeric-view			13217
NumIndep	variable	common-numeric-view			13217
NumStart	variable	common-numeric-view			13217
NumStep	variable	common-numeric-view			13217
NumType	variable	common-numeric-view			13217
NumZoom	variable	common-numeric-view			13217
Axes	variable	common-plot-view			13217
Cursor	variable	common-plot-view		Cursor	13217
GridDots	variable	common-plot-view			13217
GridLines	variable	common-plot-view			13217
ImageDisplay	variable	common-plot-view			13217
ImageName	variable	common-plot-view			13217
ImageOpacity	variable	common-plot-view			13217
ImageXmax	variable	common-plot-view			13217
ImageXmin	variable	common-plot-view			13217
ImageYmax	variable	common-plot-view			13217
ImageYmin	variable	common-plot-view			13217
Labels	variable	common-plot-view			13217
Nmax	variable	common-plot-view			13217
Nmin	variable	common-plot-view			13217
PlotMethod	variable	common-plot-view			13217
Recenter	variable	common-plot-view			13217
Tmax	variable	common-plot-view			13217
Tmin	variable	common-plot-view			13217
Tstep	variable	common-plot-view			13217
Xmax	variable	common-plot-view			13217
Xmin	variable	common-plot-view			13217
Xtick	variable	common-plot-view			13217
Xzoom	variable	common-plot-view			13217
Ymax	variable	common-plot-view			13217
Ymin	variable	common-plot-view			13217
Ytick	variable	common-plot-view			13217
Yzoom	variable	common-plot-view			13217
θmax	variable	common-plot-view			13217
θmin	variable	common-plot-view			13217
θstep	variable	common-plot-view			13217
Ans	variable	home		Ans	13217
Base	variable	home-settings			13217
Bits	variable	home-settings			13217
Entry	variable	home-settings			13217
HAngle	variable	home-settings			13217
HComplex	variable	home-settings			13217
HDigits	variable	home-settings			13217
HFormat	variable	home-settings			13217
HSeparator	variable	home-settings			13217
Signed	variable	home-settings			13217
Date	variable	system			13217
DelHVars	variable	system			13217
HVars	variable	system			13217
Language	variable	system			13217
Notes	variable	system			13217
Programs	variable	system			13217
Theme	variable	system			13217
Time	variable	system			13217
TOff	variable	system			13217
a2q	cas	cas		a2q(Matrix, [Var1, Var2….])	13217
abcuv	cas	cas		abcuv(Poly_A,Poly_B,Poly_C,[Var])	13217
about	cas	cas		about(Var)	13217
acos2asin	cas	cas	Toolbox CAS Rewrite Cosine	acos2asin(Expr)	13217
acos2atan	cas	cas	Toolbox CAS Rewrite Cosine	acos2atan(Expr)	13217
additionally	cas	cas		additionally(Expr)	13217
adjoint_matrix	cas	cas		adjoint_matrix(matrix)	13217
algvar	cas	cas		algvar(Expr)	13217
alog10	cas	cas		alog10(Expr)	13217
angleat	cas	cas		angleat(point1, point2, point3, point4)	13217
angleatraw	cas	cas			2.1.14181
append	cas	cas		append((List, Element)	13217
apply	cas	cas		apply(Var→f(Var), Vector)	13217
approx	cas	cas		approx(Expr, [Int])	13217
arc	cas	cas		arc(Pnt, Pnt, Real,[Var(C)],[Var(r)])	13217
areaat	cas	cas		areaat(Polygon, Point)	13217
areaatraw	cas	cas			2.1.14181
asin2acos	cas	cas	Toolbox CAS Rewrite Sine	asin2acos(Expr)	13217
asin2atan	cas	cas	Toolbox CAS Rewrite Sine	asin2atan(Expr)	13217
assume	cas	cas		assume(Expr)	13217
atan2acos	cas	cas	Toolbox CAS Rewrite Tangent	atan2acos(Expr)	13217
atan2asin	cas	cas	Toolbox CAS Rewrite Tangent	atan2asin(Expr)	13217
atrig2ln	cas	cas	Toolbox CAS Rewrite Trig	atrig2ln(Expr)	13217
barycenter	cas	cas		barycenter([Point1, Weight1], [Point2, Weight2],…,[Pointn, Weightn])	13217
basis	cas	cas		basis(Lst(vector1,..,vectorn))	13217
bernoulli	cas	cas		bernoulli(n,[variable])	13217
betad	cas	cas		betad(α,β,x)	13217
betad_cdf	cas	cas		betad_cdf(a,b,x,[x2])	13217
betad_icdf	cas	cas		betad_icdf(a,b,p)	13217
blockmatrix	cas	cas		blockmatrix(m,n,{matrix_blocks})	13217
blue	cas	cas			2.1.14181
bounded_function	cas	cas			13217
breakpoint	cas	cas		breakpoint(Intg)	13217
c1oc2	cas	cas		c1oc2(cycle1,cycle2)	13217
c1op2	cas	cas		c1op2(cycle,permutation)	13217
canonical_form	cas	cas		canonical_form(Trinomial,[Var])	13217
cat	cas	cas		cat(Obj1, Obj2, ..., Objn)	13217
cauchy	cas	cas		cauchy([x0],[a],x)	13217
cauchy_cdf	cas	cas		cauchy_cdf(x0,a,x,[x2])	13217
cauchy_icdf	cas	cas		cauchy_icdf(x0,a,p)	13217
cFactor	cas	cas		cFactor(Expr)	13217
changebase	cas	cas		changebase(A,P)	13217
charpoly	cas	cas		charpoly(Matrix,[Var])	13217
chinrem	cas	cas		chinrem(Matrix_2xn)	13217
chisquaret	cas	cas		chisquaret(Data,[distribution_law],[distribution_paramaters])	13217
chrem	cas	cas	Toolbox CAS Polynomial Algebra	chrem(List1, List2)	13217
coeff	cas	cas	Toolbox CAS Polynomial	coeff(Expr, [Var], [Integer])	13217
col	cas	cas		col(Matrix, Integer)	13217
colDim	cas	cas		colDim(Matrix)	13217
collect	cas	cas	Toolbox CAS Algebra	collect(Poly)	13217
colNorm	cas	cas			13217
colspace	cas	cas		colspace(matrix,[variable])	13217
comDenom	cas	cas		comDenom(Expr,[Var])	13217
common_perpendicular	cas	cas		common_perpendicular(Line(D1),Line(D2))	13217
companion	cas	cas		companion(Poly,Var)	13217
compare	cas	cas		compare(Obj1, Obj2)	13217
complexroot	cas	cas		complexroot(Poly, Real, [Complx1, Complx2])	13217
contains	cas	cas		contains(List, Element)	13217
content	cas	cas	Toolbox CAS Polynomial Algebra	content(Poly,[Var])	13217
convexhull	cas	cas		convexhull(Point1, Point2, ..., PointN)	13217
correlation	cas	cas		correlation(List)	13217
cos2sintan	cas	cas	Toolbox CAS Rewrite Cosine	cos2sintan(Expr)	13217
count	cas	cas		count(Var→Func on, List)	13217
count_eq	cas	cas		count_eq(item, list)	13217
count_inf	cas	cas		count_inf(item, list)	13217
count_sup	cas	cas		count_sup(item, list)	13217
covariance	cas	cas		covariance(List) or covariance(Matrix)	13217
covariance_correlation	cas	cas		covariance_correlation(List)	13217
cpartfrac	cas	cas		cpartfrac(RatFrac)	13217
crationalroot	cas	cas		crationalroot(Poly)	13217
cSolve	cas	cas	Toolbox CAS Solve	cSolve(Expr,[Var])	13217
cumSum	cas	cas		cumSum(List)	13217
curl	cas	cas	Toolbox CAS Calculus Differential	curl([Expr1, Expr2, ... ExprN], [Var1, Var2, ... VarN])	13217
curve	cas	cas		curve(Expr)	13217
cyan	cas	cas			2.1.14181
cycle2perm	cas	cas		cycle2perm(cycle)	13217
cycleinv	cas	cas		cycleinv(cycle)	13217
cycles2permu	cas	cas		cycles2permu(list)	13217
cyclotomic	cas	cas	Toolbox CAS Polynomial Special	cyclotomic(Integer)	13217
cZeros	cas	cas	Toolbox CAS Solve	cZeros(Expr,[Var])	13217
degree	cas	cas	Toolbox CAS Polynomial Algebra	degree(Poly)	13217
delcols	cas	cas		delcols(Matrix, Integer)	13217
delrows	cas	cas		delrows(Matrix, Integer)	13217
deltalist	cas	cas		deltalist(List)	13217
denom	cas	cas	Toolbox CAS Algebra Extract	denom(a/b)	13217
desolve	cas	cas	Toolbox CAS Solve	desolve(Eq,[TimeVar],Var)	13217
dfc	cas	cas		dfc(real,[integer])	13217
dfc2c	cas	cas		dfc2c(continued_fraction)	2.1.14181
dfc2f	cas	cas			13217
diff	cas	cas	Toolbox CAS Calculus	diff(Expr,[Var,[Order]])	13217
distance2	cas	cas		distance2(Point1, Point2)	13217
distanceat	cas	cas		distanceat(Point1, Point2, Point3)	13217
distanceatraw	cas	cas			2.1.14181
divergence	cas	cas	Toolbox CAS Calculus Differential	divergence([Expr1, Expr2, ... ExprN],[Var1, Var2, ... VarN])	13217
divis	cas	cas	Toolbox CAS Polynomial	divis(Poly)	13217
division_point	cas	cas		division_point(PointA, PointB, Realk)	13217
divpc	cas	cas	Toolbox CAS Calculus Limits	divpc(Poly1, Poly2, Integer)	13217
domain	cas	cas		domain(function,[variable])	13217
e	cas	cas		e	13217
egcd	cas	cas		egcd((PolyA, PolyB, [Var])	13217
eigenvals	cas	cas		eigenvals(Matrix)	13217
eigenvects	cas	cas		eigenvects(Matrix)	13217
eigVc	cas	cas		eigVc(Matrix)	13217
eigVl	cas	cas		eigVl(Matrix)	13217
equilateral_triangle	cas	cas		equilateral_triangle(Point1, Point2, [Var])	13217
error	cas	cas		error(String)	13217
euler	cas	cas	Toolbox CAS Integer Prime	euler(Integer);	13217
eval	cas	cas		eval(Expr)	13217
evalb	cas	cas		evalb(expression)	13217
evalc	cas	cas			13217
evalf	cas	cas		evalf(Expr,[Integer])	13217
even	cas	cas		even(Integer)	13217
exact	cas	cas		exact(Expr)	13217
exbisector	cas	cas		exbisector(Point1, Point2, Point3)	13217
exp2pow	cas	cas	Toolbox CAS Rewrite Exp & Ln	exp2pow(Expr)	13217
exp2trig	cas	cas	Toolbox CAS Rewrite Exp & Ln	exp2trig(Expr)	13217
expand	cas	cas	Toolbox CAS Algebra	expand(Expr)	13217
expexpand	cas	cas	Toolbox CAS Rewrite Exp & Ln	expexpand(Expr)	13217
exponential	cas	cas		exponential(k,x)	13217
exponential_cdf	cas	cas		exponential_cdf(k,x,[x2])	13217
exponential_icdf	cas	cas		exponential_icdf(k,p)	13217
exponential_regression	cas	cas		exponential_regression(Matrix)	13217
extract_measure	cas	cas		extract_measure(Var)	13217
ezgcd	cas	cas			13217
f2nd	cas	cas		f2nd(Frac) or f2nd(RatFrac)	13217
factor	cas	cas	Toolbox CAS Algebra	factor(Expr)	13217
factor_xn	cas	cas	Toolbox CAS Polynomial Algebra	factor_xn(Poly)	13217
factorial	cas	cas		factorial(Integer) or factorial(Real)	13217
factors	cas	cas	Toolbox CAS Polynomial	factors(Poly)	13217
fcoeff	cas	cas	Toolbox CAS Polynomial Create	fcoeff([Root1, Order1, Root2, Order2, ..., Rootn, Ordern])	13217
fft	cas	cas	Toolbox CAS Calculus Transform	fft(Vector)	13217
fMax	cas	cas		fMax(Expr,[Var])	13217
fMin	cas	cas		fMin(Expr,[Var])	13217
format	cas	cas		format(real, format))	13217
fourier_an	cas	cas		fourier_an(Expr,Var,T,n,a)	13217
fourier_bn	cas	cas		fourier_bn(Expr,Var,T,n,a)	13217
fourier_cn	cas	cas		fourier_cn(Expr,Var,T,n,a)	13217
fPart	cas	cas		fPart(Real)	13217
fracmod	cas	cas		fracmod(Expr,Integer))	13217
